id,科目,章,問題種別,年度,問題番号,曜日グループ,問題文,解答,解説
57,生保2,7,小問,,,5,相互会社におけるハードル・レート（リスク割引率）の決め方として提案されているものを5つ述べなさい。,"① 経営者の期待する収益率
② 経営者が期待する会社のソルベンシー・マージンの成長率＋リスク・プレミアム
③ 会社の成長率＋リスク・プレミアム
④ 株式投資の平均的収益率またはそれを基に算出した率
⑤ 他の金融機関株式会社の株式収益率を参考に決める率",株主が存在しない相互会社では、一般的な資本コストの概念が適用しにくいため、会社の成長目標や他業態の株式利回りなどを参考にハードルレートを設定します。
58,生保2,7,小問,,,5,"「保険会社向けの総合的な監督指針」における生命保険会社の区分経理の明確化の意義について、次の文章の空欄を埋めなさい。

生命保険会社においては､【①】､【②】､【③】､【④】などを図る観点から、一般勘定について保険商品の特性に応じた区分経理を行うことが重要である。各生命保険会社において自己責任原則のものと、保険経理の透明性、保険契約者間の公平性確保等の観点から、適切な区分経理が行われる必要がある。また、区分経理を導入するにあたっては、資産の配分方法、含み損益の配賦方法等について､【⑤】等に基づき適切に配分方法が定められていることが重要である。","① 利益還元の公平性・透明性の確保
② 保険種類相互間の内部補助の遮断
③ 事業運営の効率化
④ 商品設計や価格設定面での創意工夫
⑤ アセットシェア",区分経理は、配当の公平性確保だけでなく、商品ごとの真の採算性を「アセットシェア」等で明確にすることで、効率的な事業運営や商品開発にも貢献します。
59,生保2,7,小問,,,5,"生命保険会社の区分経理における商品区分と全社区分との取引について、次の文章の空欄を埋めなさい。

　｢保険会社向けの総合的な監督指針｣では商品区分と全社区分との取引について､｢ア．【①】｣、｢イ．【②】」、｢ウ．【③】」、｢エ．その他の取引」が挙げられている。
　このうち、｢イ．【②】」または｢ウ．【③】」における全社区分から商品区分への貸付または【③】は､異常な保険金の支払い、【④】、その他やむを得ない事情がある場合に限るとされ、商品区分から全社区分への貸付または【③】は、【⑤】に限るとされる。
　また、「エ．その他の取引」には、資本又は危険準備金等の積み増し・取崩しに係る取引や、全社区分における【⑥】等に対する対価として､各商品区分が使用料等を支払う取引等が含まれる。","① 現預金等の貸借
② 現預金等以外の貸借
③ 出資
④ 新商品の販売に伴う事業運営資金
⑤ 全社区分の規模が小さいために、その機能を十分に果たすことができない場合
⑥ 共有資産",区分間の資金のやり取り（貸借や出資）は、一時的な資金不足や新商品開発など「やむを得ない事情」に厳しく制限され、安易な内部補助が行われないよう管理されます。
60,生保2,7,小問,,,6,「保険会社向けの総合的な監督指針」における生命保険会社の区分経理の明確化に記載されている運用資産の管理の方式を3つ挙げ、それぞれ簡潔に説明しなさい。,"○資産分別管理方式
個々の資産を銘柄ごとに、資産区分に直接帰属させる方式

○資産単位別持分管理方式
取引単位ごとに、資産区分の持分で管理する方式

○資産持分管理方式
投資対象資産ごとのマザーファンドを設定し、各資産のマザーファンドに対する持分を管理する方式",資産を区分ごとにどう割り当てるかについて、個別の銘柄ごとに完全に分ける方式から、プールしたファンドの持分として管理する方式まで、複数のアプローチがあります。
61,生保2,7,小問,,,6,潜在価値会計において用いられる「ハードル・レート」およびその決定方法である「トップ・ダウンアプローチ｣、「ボトム・アップアプローチ」について簡潔に説明しなさい。,"＜ハードルレート＞
(リスク割引率とも呼ばれ､）利益が実現するまでの時間的な遅れ（貨幣の時間的価値）と利益実現に関する不確実性のリスクを考慮した上で株主等が投下資本に対して期待する収益率であり、資本の調達コストに対応するもの。

＜トップダウンアプローチ＞
・会社のリスク特性に基づき、すべての商品について単一の割引率を適用する方法
・通常、リスク割引率を、加重平均資本コスト(WACC)を計算して求める
・この方法は、会社の資本構造を反映して資本（借入金／株主資本）の調達コストを計算するもの

＜ボトムアップアプローチ＞
・各キャッシュフローのリスク特性に基づきリスク割引率を設定する方法
・各契約ラインに付随するリスクを反映して割引率を設定するため、各事業リスクに適した設定が可能",ハードル・レート（割引率）の決定には、会社全体の資金調達コストから割り出すトップダウン方式と、商品ごとのリスクを積み上げるボトムアップ方式があります。
62,生保2,7,小問,,,6,潜在価値会計における「資本コスト」の概念について、計算方法および考え方を簡潔に説明しなさい。,"・将来的にリリースされる必要資本およびそれに対する税引後運用収益の現価（ハードル・レートによる）と、計算基準日に留保する必要資本との差によって計算されるコスト
※ハードル・レートと税引後運用利回りの差を必要資本に乗じたものの現価として表現することも可能。
・目標ソルベンシーマージン比率等を達成するために拘束された必要資本は、リリースされるまでは資産運用収益しか生み出さないが、投資者はハードルレートによる投資利回りを求めており、資産運用利回りがハードルレートに満たない場合、投資者は投資機会を喪失したことによるコストを負担していることになる。

※必要資本：規制上あるいは内部管理上、将来の事業を維持するために必要となる資本の水準
※市場整合的ＥＶの場合は、リスクに対して投資家が求める超過収益額の意味での資本コストは必要ないが、　　必要資本を保持することでかかるコスト（税や投資コスト）を計算する。（フリクショナル・コスト）",事業を行うために拘束される「必要資本」が、投資家が求める利回り（ハードルレート）ほどの運用益を生み出せない場合、その差額が「資本コスト」として認識されます。
63,生保2,7,小問,,,6,保険会社向けの総合的な監督指針の「Ⅱ-2-4　生命保険会社の区分経理の明確化」に記載されている全社区分と商品区分の取引のうち、出資について説明せよ。,"・全社区分から商品区分への出資は、異常な保険金の支払い、新商品の販売に伴う事業運営資金、その他やむを得ない事情がある場合に限る。
・商品区分から全社区分への出資は、全社区分の規模が小さいために、その機能を十分に果たすことができない場合に限る。
・出資を受けた商品区分又は全社区分において、剰余金が発生した場合は、出資に対応する金額を出資した商品区分又は全社区分に配分する。
・出資は返済することができる。",全社区分から商品区分への出資は、巨大災害などの緊急時や新商品立ち上げ等の例外的な場合に限られ、利益が出れば適切に配分・返済されるルールとなっています。
64,生保2,7,小問,,,6,保険会社向けの総合的な監督指針の「Ⅱ-2-4　生命保険会社の区分経理の明確化」に記載されている全社区分と商品区分の取引のうち、貸借と出資以外にその他の取引として記載されているものを列挙せよ。,"・全社区分において、資本又は危険準備金等を積み増す際に、各商品区分からその負担する積み増し額を受け入れる取引
・資本又は危険準備金等を取崩し、その取崩し事由の発生した商品区分に、その対応する金額を支払う取引
・転換等により、責任準備金等を転換等を行った後の商品区分に支払う取引
・新契約費を全社区分から支払う場合に、商品区分から全社区分に新契約費相当分を支払う取引
・全社区分における共有資産等に対する対価として、各商品区分が使用料等を支払う取引
・商品区分における特定のリスク発生による損失実現時に、全社区分から当該商品区分に当該損失実現額を支払う取引（あらかじめ保険数理的に定められた対価を支払ったものに限る｡）
・商品区分において、将来回復が見込めない重大な損害が発生し、全社区分からその損害のてん補を受ける取引（全社区分が他の商品区分から当該損害のてん補のためにてん補を受ける場合を含む。）。ただし、この取引によりてん補を受けた場合は、受け入れた商品区分に係る商品についての新規募集停止や保険料の適正化等所要の措置を講じる。
・全社区分において、将来回復が見込めない重大な損害が発生し、商品区分からその損害のてん補を受ける取引",区分間では貸借や出資以外にも、システム等の「共有資産の使用料」の支払いや、あらかじめ保険料を払ってリスクを移転する「再保険」的な取引などが認められています。
65,生保2,8,小問,,,6,契約者配当（社員配当）に関する相互会社と株式会社での考え方の違いについて説明しなさい（目的、分配方法の決定機関、財務諸表上の取扱、法令上の制限等)。,"【相互会社】
○社員配当は､その設立理念である｢実費主義｣を実現するための保険料の割戻し
○法令上も剰余金の分配とされており､分配方法は社員相互の利益･損失を考慮した｢公正･衡平｣な分配が求められている。
○｢社員自治｣が企業理念であるため､分配方法の決定機関は社員総会(総代会）
○社員配当は､剰余金処分され､支払のための準備金として社員配当準備金･社員配当平衡積立金がある
○配当財源規定がある

【株式会社】
○契約者配当は､契約内容の一部であり､契約者をどう取り扱うかという保険会社としての態度から帰結されるもの
○法令上、「公正･衡平｣が求められている
○分配方法の決定機関は取締役会
○契約者配当は､費用処理され､支払のための準備金として契約者配当準備金がある
○配当財源規定はない",同じ「配当」でも、相互会社では「会社のオーナー（社員）への剰余金の分配」であるのに対し、株式会社では「顧客との契約に基づく費用の支払い」という法的な違いがあります。
66,生保2,8,小問,,,6,"保険株式会社と保険相互会社の会計上の相違点について、次の①～⑤を適当な語句で埋めなさい。

　基本的には保険株式会社と保険相互会社の会計方式に違いがあるわけではないが、設立理念上、主に、配当準備金勘定と資本勘定の取扱いに相違が見られる。すなわち、保険株式会社においては、契約者配当準備金繰入額は【①】されるが､保険相互会社の社員配当準備金繰入額は【②】される。
　勘定科目を形式的に比較した場合、保険株式会社の資本の部の資本金、資本準備金、利益準備金に対応するものとして､それぞれ､保険相互会社の資本の部の【③】､【④】､【⑤】がある。","① 費用処理　② 剰余金処分
② 基金　④ 基金償却積立金
⑤ 損失てん補準備金",貸借対照表の純資産（資本）の部において、株式会社の資本金等に相当する項目として、相互会社には「基金」や「損失てん補準備金」などが設けられています。
67,生保2,8,小問,,,6,非社員契約に関する法令規制について簡潔に説明しなさい。,"○相互会社は､剰余金の分配のない契約に係る契約者を社員としない旨、定款に定めることができる､とされている。
○この場合､非社員契約とする対象保険種類､その引受限度を定款に定めなければならない。
○この引受限度は､全体の保険料収入に対する非社員契約の保険料収入の占める割合が20％を超えてはならない､とされている(実際には再保険契約に係る調整がある）
○非社員契約と社員契約とで経理を区分しなければならない
○保険契約者になろうとする者に対して社員とならない旨を告げなければならない
○非社員契約に係る経理について､事業年度における収支の状況を金融庁に書類提出しなければならない",相互会社が「無配当保険」などの非社員契約を販売する場合、相互扶助の原則から外れるため、全体収入の20%以内という制限や厳格な区分経理が義務付けられています。
68,生保2,8,小問,,,6,"保険株式会社と保険相互会社の法律上の相違点について、次の①～⑬を適当な語句で埋めなさい

保険相互会社は保険業法第2条（定義）第5項において、以下のように定義されている。
　「相互会社」とは、保険業を行うことを目的として、この法律に基づき設立された保険契約者をその【①】とする【②】をいう。
また、保険業法第6条では保険業を営める会社形態として、株式会社または相互会社に限定した上で、第18条で相互会社は【③】とするとある。
　「【②】」とは､一定の組織を有する人の集合体であって､構成員の増減変更にかかわりなく存続し､一個の単一体として構成員から独立して存在する団体である｡その法律効果は【②】自体に帰属し､構成員には帰属しない｡構成員は､【④】を通じて､【⑤】によって機関を監督し､【②】の運営に参画する、とされる。
　【③】とは､自然人以外のもので､法律上､権利義務の主体たりうるものをいう。

　保険相互会社の立法上の属性は､｢保険業を行うことを目的として､【⑥】に基づき設立された保険契約者をその【⑦】とする【②】であり､【⑧】及び【⑨】を目的としないが､公共性･公益性の強い事業を行う【⑩】上の会社であり【③】である｣ということができる。
　保険株式会社は､【⑪】上の「【⑫】｣であり､【⑬】上の｢株式会社｣であるが､【⑥】の適用をうける。あえて上記の保険相互会社にあわせて､保険株式会社の立法上の属性を表現するならば、「保険業を行うことを目的として､【⑬】に基づき設立された株主を【⑦】とする【②】であり、【⑧】を目的としないが､【⑨】を目的とするものの､公共性･公益性の強い事業を行う【⑬】上の株式会社すなわち【③】である｣といえよう。","① 社員　② 社団
③ 法人　④ 社員総会
⑤ 多数決の原則　⑥ 保険業法
⑦ 社員　⑧ 公益
⑨ 営利　⑩ 特別法
⑪ 民法　⑫ 社団法人
⑬ 商法",相互会社は保険業法という特別法に基づく「非営利の社団法人」ですが、株式会社は会社法に基づく「営利を目的とする社団法人」という根本的な違いがあります。
69,生保2,8,小問,,,6,"株式会社と相互会社の違いに関する次の①～④について､正しいものには○､誤りのあるものには×を付けなさい。

①株式会社・相互会社のいずれであっても、利益処分あるいI鰊1余金処分前の財務諸表上の配当準備金の中で、翌期に分配する契約者配当あるいは社員配当の財源(翌期配当所要額)を準備しておく必要がある。
②相互会社では、剰余金の一定割合以上を社員に分配することが法令上要請されているが、株式会社では利益の一定割合以上を契約者に配当することを要請する法令上の規定はない
③株式会社において、無配当保険の引受については法令上一定の制限が存在する。
④株式会社における株主の責任、相互会社における社員の責任のいずれも、有限責任である。","① ×　 ② ○
③ × 　④ ○",相互会社には「剰余金の20%以上を配当に回す」という厳しい法令上の還元ルールがありますが、株式会社の配当額は原則として経営判断に委ねられます。
70,生保2,その他,小問,,,6,IAISのALMイシューペーパーに記述されている資産負債管理の対象となるリスクのうち市場リスクについて列挙し、それぞれ簡潔に説明しなさい。,"〇金利リスク（市場における信用スプレッドの変動を含む） ：
・金利の変動や金利の変動によりキャッシュフローが影響を受けることによる損失リスク。資産と負債の将来のキャッシュフローが十分にマッチングしない場合、金利変動により、経済的な不利益を被ることがある。

〇株式、不動産およびその他の資産のリスク：
・株式およびその他の資産の市場価値の変動から生じる損失リスク。保有する株式、不動産およびその他の資産が、負債の動きと連動して変動していない場合、経済的な不利益を被る可能性がある。

〇外国為替リスク：
・為替レートの変動から生じる損失リスク。キャッシュフロー、資産、および負債が異なる通貨建ての場合は、通貨の変動により、不利益を被る可能性がある。

〇市場リスクに関連する信用リスク：
・市場リスクのエクスポージャーを調整した結果､カウンターパーティの信用リスクのエクスポージャーが高まる可能性がある。",ALMで管理すべき市場リスクには、金利や株価、為替の変動リスクだけでなく、デリバティブ等を利用する際に発生する相手方の信用リスクも含まれます。
71,生保2,その他,小問,,,6,"ストレステストについて、以下の①～⑤の空欄に当てはまる適切な語句を記入しなさい。

「保険会社向けの総合的な監督指針」のII-3-3-3ストレステスト
　保険会社は､将来の不利益が【①】に与える影響をチェックし､必要に応じて､追加的に経営上又は財務上の対応をとって行く必要がある｡そのためのツールとして､【②】等を含むストレステスト(想定される将来の不利益が生じた場合の影響に関する分析)及び【③】(経営危機に至る可能性が高いシナリオを特定し、そのようなリスクをコントロールすべく必要な方策を準備するためのストレステスト）が重要である。特に、市場が大きく変動しているような状況下では、【④】によるリスク管理には限界があることから、ストレステストの活用は極めて重要である。
保険会社においては､【⑤】等も勘案しつつ､財務内容及び保有するリスクの状況に応じたストレステストを自主的に実施することが求められる。","① 財務の健全性
② 感応度テスト
③ リバース・ストレステスト
④ VaR
⑤ 市場の動向",VaRのような通常の統計的リスク管理では捉えきれない極端な事象に備えるため、感応度テストや破綻シナリオを逆算する「リバース・ストレステスト」が活用されます。
72,生保2,7,小問,,,7,入院給付に対する既発生未報告支払備金(IBNR備金） といわゆる入院責任準備金について、それぞれの対象となる請求範囲の違いを簡潔に説明しなさい。,既発生未報告支払備金の対象である請求は事業年度内に退院の時期を迎えている（すなわち、支払事由があり、その支払事由が確定している）が、いわゆる入院責任準備金の対象となる請求は決算期にはまだ入院が継続している。,どちらも将来の支払いに備えるものですが、IBNRは「既に発生済（未報告）」の保険金のための負債、入院責任準備金は「現在継続中（将来発生）」の給付のための負債です。
73,生保2,5,小問,,,7,"変額年金保険のヘッジについて記載した以下の文章について、空欄に当てはまる適切な語句を記入しなさい。

　経済価値ヘッジは､【①】による負債経済価値の複製とそれによるリスクの中和を意図するものであり、最も標準的なヘッジの考え方である。経済価値の変動リスクを、原資産価格に対する感応度である【②】や､原資産ボラティリティーに対する感応度であるVega､金利に対する感応度であるRhoといったリスクパラメータに分解して把握する。比較的短期でロールが必要な先物等を使った【③】ヘッジと､長期のオプション等の買い持ちによる【④】ヘッジ､あるいはそれらの混合が考えられる。
　ここでいう経済価値は､基本的には市場でのヘッジ手段と平灰のとれた【⑤】期待値として評価したものを意味するが、最低保証のキャッシュフローを市場で完全に複製することはできないためリスクマージンが必要で､本来､経済価値は複製ポートフォリオ価値よりも負債として【⑥】となる。","① デリバティブ　② Delta
③ 動態　④ 静態
⑤ リスク中立　⑥ 大きく",最低保証リスクのヘッジには、先物等で機動的に調整する「動的（動態）ヘッジ」と、長期オプションを保有し続ける「静的（静態）ヘッジ」があります。
74,生保2,その他,小問,,,7,"IAISのAI｣Mイシューペーパーにおけるヘッジの記述に関し、以下の空欄を埋めなさい。

ヘッジとは､一定のシナリオ群において他のポートフォリオの【①】を相殺することができる【①】を用いて､ポートフォリオを構築する手法である｡保険会社は元のリスクを保持し続けるが､ヘッジは全体的なリスクの正味の減少をもたらす｡ヘッジ手段としては､資産､負債､【②】が挙げられる。
　ヘッジは【③】リスク､分散不能なリスクを削減するために利用可能な戦略である。
　ヘッジは一部のリスクを減少させるが、以下のように他のリスクをもたらすかもしれない。
・取引先のデフォルトへのエクスポージャーから生じる【④】リスク
・ヘッジ手段に内在する商品の【④】リスク
・ヘッジ手段が、ヘッジ対象のリスクと完全には逆相関しない場合には、不完全もしくは部分的なヘッジから生じる【⑤】リスク。
・【②】を用いることによる市場リスク､特に非線形またはギア（レバレッジ)の効いた市場リスク
・【②】取引において担保を差し入れることに起因する【⑥】リスク","① キャッシュフロー
② デリバティブ
③ システミック
④ 信用
⑤ ベーシス
⑥ 流動性",ヘッジは主要なリスク（金利変動等）を減らしますが、完全に連動しない「ベーシスリスク」や、デリバティブの相手方の「信用リスク」「流動性リスク」を新たに生み出します。
75,生保2,5,小問,,,7,"変額年金保険等の最低保証に係る保険料積立金の積立方式である「標準的方式」に関し、以下の①～⑩の空欄に当てはまる適切な語句を記入しなさい。

＜｢標準的方式」の内容について＞
｢標準的方式」により計算される保険料積立金は【①】により算出した金額である。
＜「標準的方式」を使用する場合における留意点＞
【全般】：通常予測されるリスクに対応するものとして、標準的な計算式によって、概ね50％の事象をカバーできる水準に対応する額を算出するものとする。
【予定死亡率】:最低死亡保険金保証が付された保険契約においては【②】用の標準死亡率を､最低年金原資保証が付された保険契約については【③】用の標準死亡率を､両方の保証が付された保険契約においては、保険料積立金の積立が【④】となる方の標準死亡率を使用する。
【割引率､期待収益率】:割引率として【⑤】を使用する。
【ボラティリティ】：資産種類に応じて定められたボラティリティを使用する。
【予定解約率】:以下の点に留意したうえで､【⑥】や【⑦】等から合理的に定める。
・【⑧】が最低保証額を下回る状態にあるときの解約率は､【⑧】が最低保証額を超える状態にあるときの解約率より低いこと。
・【⑨】における解約率が､【⑨】終了後の解約率より低いこと。
・【⑩】が付された保険契約で､年金開始前における【⑧】が最低保証額を下回る状態にある場合において解約率が保守的に設定されていること。
・解約実績との比較などにより検証を行うこと。","① 一般勘定における最低保証に係る保険金等の支出現価　－　一般般勘定における最低保証に係る純保険料の収入現価
② 死亡保険　③ 年金開始後
④ 保守的　⑤ 標準利率
⑥ 過去の実績　⑦ 商品性
⑧ 特別勘定の残高　⑨ 解約控除期間
⑩ 最低年金原資保証",最低保証の保険料積立金を標準的な計算式で求める際、予定解約率は「特別勘定が元本割れしている時」や「解約控除期間中」は低く見積もるなど、保守的な設定が求められます。
76,生保2,その他,小問,,,7,"資産負債管理の手法であるヘッジに関し､以下の①～⑤の空欄に当てはまる適切な語句を記入しなさい。

ヘッジとは､一定のシナリオ群において他のポートフォリオの【①】を相殺することができる【①】を用いて、ポートフォリオを構築する手法である。保険会社は元のリスクを保持し続けるが、ヘッジは全体的なリスクの正味の減少をもたらす．ヘッジの目的には､【②】リスク､【③】リスクの削減などがあり、また､ヘッジ手法には､【④】ヘッジ(固定･不変のヘッジ)と【⑤】ヘッジ(市場環境の変化に応じてヘッジポジションのリバランス）がある。","① キャッシュフロー　② システミック
③ 分散不能な　④ 静的
⑤ 動的",ヘッジとは、デリバティブ等を用いて将来のキャッシュフロー変動を相殺し、分散投資では排除できない市場全体のリスク（システミックリスク）を削減する手法です。
77,生保2,その他,小問,,,7,"固定資産の減損処理こ係る会計基準について､以下の空欄をうめなさい。

①対象資産
　固定資産を対象にする､ただし､他の基準に減損処理こ関する定めがある資産､例えば｢金融商品に係る会計基準｣における金融資産､｢税効果会計に係る会計基準｣における【①】については､対象資産から除く。
②減損の【②】
　当該資産に係る事象として､宮業活動から生じる損益またはキャッシュフローが継続してマイナス､資産の回収可能額が著しく低下させる変化､経営環境の著しい悪化､市場価格の著しい下落をあげている。
③減損損失の【③】
　事業用資産では金融資産のように将来キャッシュフローが約定されていないため､測定が主観的となることを考慮し､減損の存在が相当程度に確実な場合に限って減損損失を認識する｡具体的には､【④】の将来キャッシュフローの総額が帳簿価格を下回る場合に減損損失を認識するとしている。
④減損損失の【⑤】
　売却による回収額である正味売却価額（資産の時価から処分費用見込額を控除して算定）と使用による回収額である使用価値（資産の継続使用と使用後の処分によって生じると見込まれる将来キャッシュフローの現在価値）のいずれか高い方の金頷を回収可能価額とする。","① 繰延税金資産　② 兆候
③ 認識　④ 割引前
⑤ 測定",固定資産の減損は、まず収益悪化などの「兆候」を捉え、「割引前」の将来キャッシュフローで減損を「認識」し、帳簿価額と回収可能価額の差額を「測定」して損失計上します。
78,生保2,その他,小問,,,7,"保険会社向けの総合的な監督指針こついて､以下の空欄を埋めなさい。

Ⅱ－3 統合的リスク管理態勢
Ⅱ－3－1 意義
保険会社のリスク管理においては、将来にわたる財務の【①】の確保及び【②】の改善を図るため、それぞれの経営戦略及びリスク特性等に応じ、保険引受リスク、資産運用リスク（市場リスク、信用リスクなど）はもとより【③】リスク等についても、適切なリスク管理を組織的・統合的に行うことが必要である。

Ⅱ－3－3 リスクの測定
Ⅱ－3－3－1 意義
リスクが保険会社に与える影響の大きさと顕在化する可能性を評価するため、【④】モデル、【⑤】及び【⑥】など、将来を見通した適切な定量的手法を使用して、リスクを定期的に測定する必要がある。

Ⅱ－3－3－2 リスクの測定
(1) 多様なリスクを総合的に把握するため、少なくとも保険引受リスク、資産運用リスク（市場リスク、信用リスクなど）、【③】リスクを含む全てのリスクのうち重要なリスク（重要なグループ会社に係るリスクを含む。）を測定するものとなっているか。
(2) リスクの計量化にあたっては、例えば【⑦】の経済価値評価（市場価格に整合的な評価又は、市場に整合的な原則・手法・パラメーターを用いる方法により導かれる将来キャッシュフローの現在価値に基づく評価をいう。なお、現時点において、例えば保険契約に含まれているオプション・保証に起因するリスクの評価等は、将来キャッシュフローの分布を考慮する必要があるが、完全に確立された評価手法はなく、各社でとりうる最善の手法を含む。以下同じ。）によるなど、共通の基準の下で計量化することを基本としているか。また、計量化の基準については、客観性、適切性を確保しているか。例えば、VaR を用いる場合の【⑧】及び【⑨】の設定の考え方は明確になっているか。
(3) 直近の状況に基づくリスクの測定に加えて、経営計画や経営環境を踏まえ、保有契約高の変化、【⑩】の変化等を、リスク測定へ反映しているか。又は、その影響を分析しているか。","① 健全性　② 収益性
③ オペレーショナル　④ リスク計量
⑤ ストレステスト　⑥ シナリオ分析
⑦ トータルバランスシート　⑧ 信頼区間
⑨ 保有期間　⑩ 商品構成",統合的リスク管理（ERM）とは、保険引受、資産運用、オペレーショナルなどあらゆるリスクを総合的に把握し、会社の健全性維持と収益力向上を同時に目指す枠組みです。
79,生保2,その他,小問,,,7,"「保険会社向けの総合的な監督指針」【Ⅱ－3－9 資産負債の総合的な管理】について、以下のＡ～Ｅの空欄に当てはまる適切な語句を記入しなさい。

Ⅱ－3－9－1 意義
資産及び負債、資産の運用方針及び負債の管理方針が、 Ａ や Ｂ の状況に適合していることを確保するためには、資産負債全体の状況を把握し管理するための効果的な態勢を整備し、資産負債全体を適切に管理することが求められる。
Ⅱ－3－9－2 主な着眼点
(1) （省略）
(2) 取締役会は、資産負債全体の総合的な管理に関する戦略目標を設定し、戦略目標の中でＣ に関する方針を明確化しているか。
(3) （省略）
(4) （省略）
(5) 資産負債を統合的に管理する際に、少なくとも、 Ｄ に対する潜在的な影響に関して重要と考えられるリスクは資産負債管理の枠組みにおいて評価されているか。なお、そのようなリスクとしては以下のリスクが含まれる。
① 市場リスク （省略）
② 保険引受リスク
③ Ｅ リスク
（以下、省略）","Ａ リスクの特性 Ｂ ソルベンシー
Ｃ リスク許容度 Ｄ 経済価値
Ｅ 流動性",ALMにおいては、資産と負債の経済価値ベースでの変動を統合的に管理し、特に金利リスクや流動性リスクがリスク許容度内に収まるよう態勢を整備します。
80,生保2,1,小問,,,7,"利源分析における死差（危険差）損益について、以下の①～⑤の空欄に当てはまる適切な語句を記入しなさい。
・ 死差（危険差）損益は大まかに言って「予定保険給付＝ ① 」から対応する実際の保険給付を差し引くことによって得られる。実際の保険給付は財務諸表上の数値として得られるので、 ① をどうやって求めるかが問題となる。
・ 具体的には、まず、損益計算書に計上した金額である「 ② 」を収益項目として計上するとともに、費用項目に費差損益で計算した「 ③ 」を計上することで、② － ③ で算出される ④ を収益計上することとなっている。
・ さらに ④ から ① を求めるためには、 ⑤ を差し引く必要がある。
このために期首・期末の責任準備金の増減額を計算している。","① 危険保険料 ② 保険料
③ 予定事業費 ④ 純保険料
⑤ 貯蓄保険料",危険差損益は、収益として計上した「純保険料」から、責任準備金積立に回る「貯蓄保険料」を引いた「危険保険料」と、実際の「保険金支払」との差額として算出されます。
81,生保2,7,小問,,,7,区分経理における全社区分の４つの機能を列挙しなさい。,"・ 死亡保障リスク等のリスクバッファー機能
・ 新商品開発に係る事業運営資金提供機能
・ 会社全体で共有する資産・共通する経費等の管理機能
・ 現預金等の管理機能",全社区分は、商品区分ごとの細かな管理には馴染まない、会社全体の資本（リスクバッファー）や共有資産（システム等）、現預金の管理といった土台の役割を担います。
82,生保2,その他,小問,,,7,"「生命保険会社の保険計理人の実務基準」における1 号収支分析の結果、責任準備金不足相当額が発生した場合において、保険計理人が責任準備金不足相当額の一部または全部を積み立てなくてもよいことを意見書に示すことができるための条件である経営政策の変更を５つ列挙
しなさい。","・ 一部または全部の保険種類の配当率の引き下げ
・ 実現可能と判断できる事業費の抑制
・ 資産運用方針（ポートフォリオ）の見直し
・ 一部または全部の保険種類の新契約募集の抑制
・ 今後締結する保険契約の営業保険料の引き上げ",将来収支分析で準備金不足が見込まれても、配当削減や事業費削減、保険料値上げといった「実現可能な経営政策の変更」により収支改善が見込める場合は、直ちに追加積立を要しないとできます。
